name,category,city,latitude,longitude,phone,address,open_time,close_time,is_24x7,image
Vizag Clinics,Clinic,"Visakhapatnam, Andhra Pradesh, India",17.7390584,83.3047558,9440647047,"50-53-6/33, near to Raghavendra Hospital, Balayya Sastri Layout, Seethammadara, Visakhapatnam, Andhra Pradesh 530013, India",10:00:00,20:00:00,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wqCHAQfg0Xrx3TBGd6Qi2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.03746&pitch=0&thumbfov=100
